Първичната урина съдържа вода, аминокиселини, глюкоза, минерални соли.;да;Тема 16
Крайната урина съдържа само вода, аминокиселини, соли, пикочна киселина.;не;Тема 16
Стената на пикочопроводите съдържа рехава съединителна тъкан.;не;Тема 16
Обемът на крайната урина е около 1,5 л. за денонощие.;да;Тема 16
Около пикочния мехур е разположен сфинктер.;не;Тема 16
Пикочният мехур е кух мускулест орган с резервоарна функция.;да;Тема 16
Обратното всмукване се извършва през стената на капсулата.;не;Тема 16
Образуването на урина се регулира главно чрез хормони.;да;Тема 16
Филтрацията се осъществява благодарение на по-ниското кръвно налягане в клъбцето.;не;Тема 16
Основната структурна и функционална единица на бъбрека е неврона.;не;Тема 16
Циститът е възпаление на пикочния мехур.;да;Тема 16
Хемодиализа се налага при тежки увреждания на черния дроб.;не;Тема 16
Най-успешна е трансплантацията на бъбрек при еднояйчни близнаци.;да;Тема 16
Отделителната система и главно бъбреците, участват в поддържането на хомеостазата.;да;Тема 16
Бъбреците имат дължина около 12 см.;да;Тема 16
През бъбреците за едно денонощие преминава около 10 литра кръв.;не;Тема 16
Сърцето се разполага в гръдния кош между двата бели дроба.;да;Тема 17
Сърцето на човека е четириделно - съдържа две предсърдия и две камери.;да;Тема 17
Между предсърдията и камерите има отвор с клапа, която пропуска кръвта само в една посока - от камерите към предсърдията.;не;Тема 17
Сърцето е кух орган, чиито стени са изградени от ендокард, миокард и епикард.;да;Тема 17
Сърцето е кух орган, чиито стени са изградени от ендокард, миокард, епикард и перикард.;не;Тема 17
Предсърдията се свързват с камерите чрез отвори, в които са разположени предсърдно-камерни клапи.;да;Тема 17
Кръвта се движи само в една посока - от предсърдията към камерите, без да се връща в предсърдията.;да;Тема 17
От вътрешната страна на миокарда се разполага ендокардът - изграден от епител.;да;Тема 17
Най-голяма дебелина има миокардът на дясната камера.;не;Тема 17
Венозната кръв от цялото тяло се влива в лявото предсърдие чрез горна и долна куха вена.;не;Тема 17
В дясното предсърдие се вливат четири малки съда - белодробни вени.;не;Тема 17
От дясната камера излиза белодробната артерия.;да;Тема 17
В началото на големите кръвоносни съдове се намират полулунни клапи, които пропускат кръвта само в една посока.;да;Тема 17
Две венечни артерии кръвоснабдяват сърдечната стена.;да;Тема 17
При нормални условия сърцето поглъща около 2090 от кислорода, който постъпва в организма.;не;Тема 17
Кръвоносните съдове са - артерии, артериоли, капиляри, венули и вени.;да;Тема 17
Кръвоносната система на човека е отворена.;не;Тема 17
Артериите са кръвоносните съдове на човека който изнасят кръвта от сърцето.;да;Тема 17
От лявата камера на сърцето излиза най-големият кръвоносен съд - аортата.;да;Тема 17
Вените са кръвоносни съдове, по които тече кръв към сърцето.;да;Тема 17
Основно значение за поддържането на относителното постоянство в организма има неговата вътрешна течна среда.;да;Тема 18
Кръвта се състои от кръвна плазма - течна част, и кръвни клетки - формениелементи.;да;Тема 18
Кръвните клетки на кръвта са: червени кръвни клетки - левкоцити, бели кръвни клетки - еритроцити и кръвни плочици - тромбоцити.;не;Тема 18
Лимфата е течност, близка по състав с кръвта, но по-бедна на мазнини и по-богата на белтъци.;не;Тема 18
Еритроцитите са безядрени клетки, които имат формата на двойно вдлъбнат диск.;да;Тема 18
Тъканната течност има основно значение при обмяната на веществата между кръвта и клетките.;да;Тема 18
Кръвната плазма лишена от фибриноген се нарича кръвен серум.;да;Тема 18
Формените елементи заемат около 6590 от обема на кръвта.;не;Тема 18
Еритроцитите при човека са клетки с ядро и цитоплазмени органели.;не;Тема 18
За разлика от еритроцитите левкоцитите имат ядра.;да;Тема 18
Тромбоцитите нямат ядра и се обновяват на 8-11 дни.;да;Тема 18
При човека след раждането еритроцитите се образуват в слезката и черния дроб.;не;Тема 18
Еритроцитите се разграждат в бъбреците и жълтия костен мозък.;не;Тема 18
Еритроцитите се разграждат в черния дроб и слезката.;да;Тема 18
Еритроцитите се образуват в костния мозък и живеят около 120 дни.;да;Тема 18
За образуването на еритроцитите голямо значение има приемането на храни богати на желязо и витамин В12.;да;Тема 18
При взаимодействието на антиген А с антитяло а, или на антиген В с антитяло b еритроцитите хемолизират.;не;Тема 18
Хемоглобинът е белтък и съдържа железни Йони.;да;Тема 18
С газа СО хемоглобинът образува трайно съединение карбоксихемоглобин.;да;Тема 18
При кислороден глад броят на еритроцитите и хемоглобинът в тях се увеличава.;да;Тема 18
Артериалната кръв е алено червена и богата на кислород.;да;Тема 18
По повърхността на еритроцитите на 1590 от хората има специфично вещество резус-фактор.;не;Тема 18
Рязкото увеличаване на броя на левкоцитите е показател за анемия.;не;Тема 18
Левкоцитите са вид специфични лимфоцити.;не;Тема 18
Лимфоцитите имат значение за създаването на имунитет.;да;Тема 18
Тромбоцитите са късчета от големи клетки;да;Тема 18
Основната функция на еритроцитите в организма е пренос на кислород и въглероден диоксид.;да;Тема 18
По повърхността на еритроцитите на 85% от хората има специфично вещество резус-фактор.;да;Тема 18
Опорно-двигателната система се състои от пасивна част - костите на скелета и активна част - свързванията между костите и скелетните мускули.;не;Тема 19
Опорно-двигателната система определя формата и размерите на тялото.;да;Тема 19
Относителният дял на минералните соли в костите намалява с възрастта.;не;Тема 19
Отлагането на минерални соли в костите се регулира от витамин К.;не;Тема 19
Органичните вещества придават твърдост на костите.;не;Тема 19
Младите индивиди имат по-малко количество органични вещества в костите, поради което костите им са по-чупливи в сравнение с възрастните индивиди.;не;Тема 19
Отвън костите са покрити с надкостница. Нейните функции са: изхранване на костите, нарастване на костите на дебелина, както и подпомагане заздравяването на счупени кости.;да;Тема 19
Дългите кости имат два края, изградени предимно от плътно костно вещество и средна част, съставена от гъбесто костно вещество.;не;Тема 19
След раждането в костите на детето се появяват ядки на вкостяване, от които започва образуването на костно вещество, което постепенно замества хрущялната тъкан.;не;Тема 19
При неподвижното свързване костите се свързват посредством плътна съединителна тъкан (чрез шевове и връзки) или с хрущялна тъкан.;да;Тема 19
Скелетът на човека се състои от кости на черепа и кости на туловището.;не;Тема 19
Скелетът на човека се състои от кости на черепа, кости на туловището и кости на крайниците.;да;Тема 19
Черепът се разделя на три части: мозъчен, тилен и лицев.;не;Тема 19
Мозъчният дял на черепа е изграден от две чифтни, челна, тилна и клиновидна кост.;да;Тема 19
Чифтните кости на мозъчния дял на черепа са теменната и тилната.;не;Тема 19
Свързването на костите се извършва по следните начини: слято, полуслято, подвижно и полуподвижно.;не;Тема 19
Лицевият дял на черепа е изграден от три чифтни и шест нечифтни кости.;не;Тема 19
Нечифтните кости на лицевия дял на черепа са ралник, долна челюст, решетъчна и подезична кост.;да;Тема 19
Долната челюст се свързва с черепната основа чрез три долночелюстни стави.;не;Тема 19
Челюстните кости, зъбите и твърдото небце ограждат устната кухина.;да;Тема 19
Жълтия костен мозък е неактивен, а в червения се образуват кръвните клетки.;да;Тема 19
С напредване на възрастта част от жълтия костен мозък се превръща в червен.;не;Тема 19
Полуподвижно свързване на костите има между някои от костите на таза;да;Тема 19
Полуподвижно свързване се осъществява чрез стави (например лакътна става);не;Тема 19
Чифтните кости на мозъчния дял на черепа са теменната и слепоочната.;да;Тема 19
С напредване на възрастта част от червения костен мозък се превръща в жълт.;да;Тема 19
Отворите на всички прешлени образуват гръбначния канал, в който се намира гръбначният мозък.;да;Тема 20
Първият гръден прешлен се нарича атлас.;не;Тема 20
Гръбначният стълб има две кривини, които при възрастните хора му придават форма на двойно 8.;не;Тема 20
Гръдният кош е изграден от 10 чифта ребра и гръдната кост.;не;Тема 20
Гръдният кош затваря кухина, в която са разположени вътрешните органи: сърце, хранопровод, бял дроб, трахея и кръвоносни съдове.;да;Тема 20
Горният крайник се състои от рамо, предмишница, китка и ръка.;не;Тема 20
Раменният пояс се състои от две чифтни кости: лопатка и ключица.;да;Тема 20
Костите на китката се наричат фаланги.;не;Тема 20
Двете тазови кости и кръстцовата кост са свързани помежду си чрез неподвижна става.;не;Тема 20
Свободният долен крайник се дели на бедро и ходило.;не;Тема 20
В подбедрицата се намират две дълги кости: голям и малък пищял.;да;Тема 20
Скелетът на ходилото се изгражда от 4 групи кости: задноходилни, средноходилни, предноходилни и кости на пръстите.;не;Тема 20
Костите на предмишницата са две: лакътна и лъчева кост.;да;Тема 20
В предмишницата се намира раменната кост. Тя е дълга кост.;не;Тема 20
Долният край на раменната кост се свързва с горните краища на костите на предмишницата.;да;Тема 20
На външната повърхност на тазовата кост се намира ставна ямка, в която ляга главата на бедрената кост.;да;Тема 20
Костите на китката са къси кости, които са подредени в три редици по пет.;не;Тема 20
Прешленът се състой от тяло, дъга и 8 бодилести израстъка.;не;Тема 20
Поясните прешлени са най-масивни.;да;Тема 20
Шийните, гръдните и поясните прешлени са свързани помежду си сьс стави, връзки и с междупрешленови дискове.;да;Тема 20
Кръстцовата кост е образувана от 7 сраснали се прешлена.;не;Тема 20
Гръдният кош е изграден от 12 чифта ребра, гръдната част на гръбначния стълб и гръдната кост.;да;Тема 20
В мишницата се намира раменната кост. Тя е дълга кост.;да;Тема 20
Свободният долен крайник се дели на бедро, подбедрица и ходило.;да;Тема 20
В мускулите навлизат множество кръвоносни съдове и нерви, които провеждат нервни импулси до всяка тяхна клетка.;да;Тема 21
Мускулът се състои от тяло, краче и сухожилие.;не;Тема 21
Действието на мускулите върху костите се осъществява на принципа на лостовете.;да;Тема 21
Дъвкателните мускули се залавят с единия си край за кожата, а с другия за кост.;не;Тема 21
Мимическите мускули се залавят с двата си края за костите на черепа.;не;Тема 21
Мимическите и дъвкателните мускули участват в осъществяването на говора;да;Тема 21
Мускулите на шията са няколко групи. Чрез тях се извършва движението на шията и главата.;да;Тема 21
Мускулите на туловището се разделят на гръбни, гръдни и коремни.;да;Тема 21
Гръбните мускули са трапецовидния и делтовидния.;не;Тема 21
Диафрагмата е широк плосък мускул, който разделя гръдната и коремната кухина и взема участие в дихателните движения.;да;Тема 21
Коремните мускули са дълги и кръгли. Простират се между шията и корема.;не;Тема 21
Мускулите на горния крайник се делтовидния и трапецовидния мускул.;не;Тема 21
Със съкращението си коремните мускули спомагат за навеждането на тялото назад и встрани.;не;Тема 21
По предната повърхност на мишницата се разполага триглавият мишничен мускул, а по задната - двуглавият.;не;Тема 21
Мускулите на долния крайник се делят на мускули около тазобедрена става, на бедро, на подбедрица и на ходило.;да;Тема 21
Големият седалищен мускул сгъва бедрото в тазобедрената става.;не;Тема 21
Мускулите на ходилото участват в движението на пръстите и поддържат свода на ходилото.;да;Тема 21
Двуглавият мишничен мускул разгъва лакътната става.;не;Тема 21
С помощта на коремните мускули се изпразва пикочния мехур, правото черво и матката по време на раждане.;да;Тема 21
Мускулите никога не се отпускат напълно - дори и да няма движение, са слабо съкратени. Това състояние се нарича мускулен тонус.;да;Тема 21
Проводимостта е свойство на мускулните клетки да преминават от покой във възбудено състояние.;не;Тема 21
Силата на мускула зависи от броя на мускулните влакна в мускула и от тяхното подреждане.;да;Тема 21
При повдигане или преместване на товар мускулите се съкращават и извършват работа.;да;Тема 21
От синапса възбуждането се провежда по мембраната на цялата мускулна клетка и предизвиква съкращението и.;да;Тема 21
Основните физиологични свойства на мускулите са възбудимост, проводимост, мускулен тонус.;не;Тема 21
Съкращението на скелетните мускули се извършва под волеви контрол.;да;Тема 21
При много продължителна дейност на мускулите настъпват болезнени мускулни спазми.;да;Тема 21
Вътрешните и външните полови органи на мъжа формират неговите първични полови белези.;да;Тема 22
По време на зародишното развитие тестисите се намират в коремната кухина и най-често остават там до първата година след раждането.;не;Тема 22
Семенникът има 1-3 делчета като всяко е образувано от 250-300 тънки, дълги и силно нагънати каналчета.;не;Тема 22
Стените на клетките на каналчетата на тестисите са изградени от клетки, които непрекъснато се делят.;да;Тема 22
Зараждането и узряването на сперматозоидите се извършва непрекъснато от пубертета до дълбока старост.;да;Тема 22
Сперматозоидът се състои от главичка, шийка, междинна част и опашка.;да;Тема 22
Единствената роля на семенниците е да произвеждат полови клетки.;не;Тема 22
Тестостеронът се произвежда в семенното мехурче.;не;Тема 22
Надсеменникът представлява силно нагънат канал, дълъг около 6 м, чийто край преминава в семепроводния канал.;да;Тема 22
В надсеменника сперматозоидите узряват окончателно и стават годни за оплождане.;да;Тема 22
Семепроводният канал свързва семенника и надсеменника и има дължина 10 см.;не;Тема 22
Семепроводният канал се съединява с отвеждащия канал на семенното мехурче и преминава през простатната жлеза, като се влива в пикочния канал.;да;Тема 22
Семенните мехурчета са три овални образувания, разположени пред пикочния мехур.;не;Тема 22
Простатната жлеза се намира под пикочния мехури обхваща началото на пикочния канал.;да;Тема 22
Семенната течност съдържа сперматозоиди и секретите на семенните мехурчета и простатната жлеза.;да;Тема 22
Мъжкият полов член се състои от тяло и главичка и през него минава семепроводния канал.;не;Тема 22
Яйцеклетката, обвита от придружаващи я клетки, попада от спукания фоликул в матката, където се извършва оплождането.;не;Тема 22
Зародишното развитие на човека започва с оплождането, продължава девет лунни месеца (по 28 дни) и завършва с раждането му.;не;Тема 22
Зародишното развитие започва в маточната тръба, където зиготата се дели на 2 клетки, после се получават 4, 8, 16 и т.н.;да;Тема 22
Зиготата се дели многократно, при което се образува купчинка от клетки, подобна на черничев плод;да;Тема 22
След 14-ия ден от оплождането се образуват зародишни пластове - ектодерма (външен), ендодерма (вътрешен) и мезодерма (среден).;да;Тема 22
Кръвообращението на плода има пряк контакт с кръвообращението на майката.;не;Тема 22
В периода на зародишното развитие недостигът на кислород и повишаването на телесната температура не оказват съществено влияние върху развитието.;не;Тема 22
След втория месец на бременността зародишът на човека се нарича плод.;да;Тема 22
В яйчниците се развиват (узряват) половите клетки - яйцеклетките, и се образуват и отделят в кръвта женските полови хормони (естрогени), главно естрадиол.;да;Тема 23
Всяко момиче при пубертета носи в яйчниците си около 450 първични яйцеклетки.;не;Тема 23
Яйчниците отделят женските полови хормони естрадиол и прогестерон.;да;Тема 23
Когато яйцеклетката узрее, Граафовият фоликул се пука и тя заедно с придружаващите я клетки попада в маточната тръба - протича овулация.;да;Тема 23
Жълтото тяло отделя женския полов хормон прогестерон.;да;Тема 23
Матката се намира между симфизата и предната коремна стена.;не;Тема 23
Матката има силно развита напречно набраздена мускулатура, която създава благоприятни условия за нормалното износване на плода и за изтласкването му по време на раждането му.;не;Тема 23
Външната повърхност на матката е покрита с добре кръвоснабдена лигавица.;не;Тема 23
Менструацията зависи от овулацията, която настъпва около 14 дни преди първия ден на следващата менструация.;да;Тема 23
Първата менструация настъпва на 10 - 12- годишна възраст.;да;Тема 23
Микроорганизмите по лигавицата на влагалището създават алкална среда, която предпазва от развитието на болестотворни организми.;не;Тема 23
При момичета, които не са имали полов контакт, на входа на влагалището има тънка, нееластична ципа - химен с два отвора - един за менструалната кръв и един за урината.;не;Тема 23
Млечните жлези са изградени от съединителна и мускулна тъкан.;не;Тема 23
Триперът е причинена от бактерии инфекция, която се предава по полов път.;да;Тема 23
Аднекситът е възпаление на маточните тръби, предизвикано от бактерии, простуда или недоизлекувани възпалителни заболявания на влагалището и матката.;да;Тема 23
Презервативите са надеждна бариера срещу болести, предавани по полов път.;да;Тема 23
 Консумацията на алкохол по време на бременността не може да доведе до увреждане на мозъка на плода.;не;Тема 23
Никотинът по време на бременност намалява притока на кислород към плода и може да доведе до забавяне на растежа му.;да;Тема 23
Контрацепция се нарича предпазването от нежелана бременност.;да;Тема 23
Най-старият метод за контрацепция е прекъсване на половия акт, при който мъжът изважда пениса от влагалището на жената непосредствено преди изхвърлянето на семенната течност.;да;Тема 23
Всяка яйцеклетка притежава четири обвивки, които са разположени върху плазмената мембрана.;не;Тема 24
Всички живи организми са способни да се размножават.;да;Тема 24
При сперматогенезата двете последователни деления на мейозата протичат с неравномерно разпределение на цитоплазмата.;не;Тема 24
Основните предимства на безполовото размножаване са бързото възпроизводство и лесното приспособяване към променящи се условия на средата.;не;Тема 24
При овогенезата след първото мейотично делене се образуват една голяма и две малки клетки.;не;Тема 24
Гаметите произлизат от недиференцирани диплоидни клетки на половите жлези.;да;Тема 24
В природата по-широко застъпено е безполовото размножаване.;не;Тема 24
Многоклетъчните организми са изградени от диплоидни соматични клетки и хаплоидни полови клетки.;да;Тема 24
Женските полови клетки се образуват в яйчниците.;да;Тема 24
Сперматогенезата преминава през три фази.;не;Тема 24
Гаметогенезата и оплождането осигуряват възстановяването на диплоидния хромозомен набор.;да;Тема 24
При овогенезата само една от четири клетки сЕ превръща в зряла яйцеклетка.;да;Тема 24
При човека сперматогенезата започва с раждането.;не;Тема 24
Кортикалните гранули съдържат протеолитични ензими, чието действие води до образуването на оплодителната обвивка на яйцето.;да;Тема 24
Оплождането при бозайниците завършва със сливането на мъжкия и женския пронуклеус.;не;Тема 24
Акрозомата съдържа ензими, които могат да разграждат обвивките на яйцеклетката.;да;Тема 24
В различните видове животни количеството на хранителния материал в яйцеклетката е еднакво.;не;Тема 24
Контракциите на мускулатурата на половите пътища възпрепятстват движението на сперматозоидите.;не;Тема 24
Вътрешното оплождане е характерно за сухоземните животни и водните бозайници.;да;Тема 24
Партеногенезата може да се редува с полово размножаване.;да;Тема 24
Индивидуалното развитие при животните и човека започва с раждането и завършва със смъртта на индивида.;не;Тема 25
Зародишният период включва три стадия - дробене, гаструлация и органогенеза.;да;Тема 25
Органогенезата протича по различен начин в различните групи животни, но от трите зародишни пласта се образуват сходни при всички животни тъкани и органи.;да;Тема 25
Големината на бластулата значително надвишава големината на зиготата.;не;Тема 25
Точката на навлизане на сперматозоида в яйцеклетката определя мястото на първата делителна бразда върху зиготата;да;Тема 25
Бластомерите са големи и повече на брой в богатата на жълтък част от яйцеклетката.;не;Тема 25
Празнината, която се загражда от вътрешния слой клетки при гаструлацията, се нарича бластоцел.;не;Тема 25
От ектодермата произлизат епидермисът, сетивните органи и нервната система.;да;Тема 25
От мезодермата произлизат мускулите, сърцето и белите дробове.;не;Тема 25
Индивидуалното развитие се осъществява съгласно генетичната програма и се регулира чрез хормони.;да;Тема 25
При организмите, които се развиват пряко, новородените (новоизлюпените) значително се различават от възрастните.;не;Тема 25
Непрякото развитие е характерно за повечето бозайници и някои птици.;не;Тема 25
При пълната метаморфоза липсва стадият какавида.;не;Тема 25
Само при човека продължителността на живота значително надхвърля срока на способността му да създава потомство.;да;Тема 25
Следзародишното развитие на човека преминава през три основни етапа - стадий на растеж, стадий на зрялост и стадий на старост.;да;Тема 25
Биологичната смърт, за разлика от клиничната, е обратима.;не;Тема 25
Клиничната смърт е състояние, при което отсъстват жизненоважни функции на централната нервна система, дишането и сърдечната дейност.;да;Тема 25
Дейността на сърцето започва още през първия месец от зародишното развитие на човека.;да;Тема 25
Плацентата позволява да се обменят вещества между майката и плода, при което се смесва кръвта на двата организма;не;Тема 25
При човека развиващият се зародиш се загнездва в маточната стена в стадий бластоцист.;да;Тема 25
