"Слуховата информация се провежда по слуховия нерв до:
1. продълговатия мозък
2. междинния мозък
3. средния мозък
4. кората на слепоочния дял в крайния мозък

а. 1 и 4
б. 2 и 4
в. З и 4
г. 1 и 3";б;Тема 9;
"Информация за поддържането на равновесието постъпва от:
1. равновесната (вестибуларната част на вътрешното ухо)
2. равновесната (вестибуларната част на средното ухо)
3. Кортиевия орган
4. рецепторите за дълбока сетивност в мускули, сухожилия и стави

а. 1 и З
б. 1, 3 и 4
в. 1 и 4
г. З и 4";в;Тема 9;
"В състава на вестибуларният апарат влизат:
1. три торбички
2. две торбички
3. два полуокръжни канала
4. три полуокръжни канала

а. 1 и 3
б. 2 и 3
в. 1 и 4
г. 2 и 4";г;Тема 9;
"Силното дразнене на рецепторите в равновесния апарат води до:
1. световъртеж
2. неконтролирано и хаотично съкращаване на някои скелетните мускули
3. повръщане
4. изпотяване

а. 1 и 3
б. 1, З и 4
в. 2, З и 4
г. 1, 2, З и 4";б;Тема 9;
"Информацията, получена от вестибуларния апарат се обработва и достига до:
1. средния мозък
2. мозъчния ствол
3. продълговатия мозък
4. малкия мозък

а. 1 и 2
б. 2 и 3
в. 2 и 4
г. 2, З и 4";в;Тема 9;
"От кои от изброените слоеве е изградена кожата?
1. лигавица
2. дерма
3. епидермис
4. подкожие

а. 1 и 2
б. 1 и 3
в. 4 и 2
г. 2 и 3";г;Тема 10;
"Кои от посочените особености са характерни за клетките на най-повърхностния слой на епидермиса?
1. имат две ядра
2. могат да се превръщат в други видове клетки
3. нямат ядра
4. цитоплазмата им е заместена от рогово вещество

а. 1 и 4
б. З и 4
в. 2 и 4
г. 1 и 2";б;Тема 10;
"Кои от следните видове влакна се съдържат в голямо количество в дермата?
1. колагенови
2. мускулни
3. нервни
4. еластични

а. 1 и 2
б. 1 и 3
в. 1 и 4
г. 2 и 4";в;Тема 10;
"Кои от изброените свойства, характерни за кожата се обуславят от наличието на колагенови и еластични влакна в дермата?
1. еластичност
2. пропускливост
3. гъвкавост
4. способност за регенерация

а. 1 и 4
б. 2 и 3
в. 1 и 3
г. 2 и 4";в;Тема 10;
"В кои от изброените зони папилите са най-добре изразени?
1. длани
2. клепачи
3. нос
4. пръсти

а. 2 и 3
б. 2 и 4
в. 1 и 3
г. 1 и 4";г;Тема 10;
"Кои от изброените са придатъци на кожата?
1. коса
2. уши
3. нокти
4. зъби

а. 1 и 3
б. 1 и 4
в. З и 4
г. 2 и 3";а;Тема 10;
"Терморегулаторната функция на кожата се осъществява чрез:
1. потоотделяне
2. изпарение на вода
3. мастна секреция
4. разширяване и стесняване на кръвоносните съдове в дермата

а. 1 и 2
б. З и 4
в. 1, 2 и 3
г. 1, 2 и 4";г;Тема 10;
"Кои от следните функции изпълнява кожата?
1. защитна
2. сетивна
3. ендокринна
4. отделителна

а. 1 и 2
б. 2 и 3
в. само 1
г. 1, 2 и 4";г;Тема 10;
"Кои естествени фактори се използват за закаляване?
1. въздух
2. вода
3. почва
4. слънце

а. 1, 2 и 4
б. 1 и 2
в. 1 и 3
г. 2 и 4";а;Тема 10;
"Секретът на потните жлези съдържа:
1. вода
2. соли
3. холестерол
4. урея

а. 1, 2 и 3
б. 1, 2 и 4
в. З и 4
г. 1 и 2";б;Тема 10;
"Ноктите:
1. произлизат от роговия слой на епидермиса
2. произлизат от най-дълбокия слой на епидермиса
3. произлизат от роговия слой на дермата
4. са рогови пластинки със защитна функция

а. 1 и 3
б. З и 4
в. 2 и 4
г. 1 и 4";г;Тема 10;
"Кои от следните образувания водят началото си от епидермиса?
1. потни жлези
2. мастни жлези
3. нокти
4. косми

а. 1, 3 и 4
б. 1 и 2
в. З
г. 1 и 4";в;Тема 10;
"Вроденият (неспецифичен) имунитет включва:
1. системата на комплемента
2. изработването на антитела
3. възпалението
4. клетки на имунната памет

а. 1,3
б. 2,3
в. 3,4
г. 1,2";а;Тема 11;
"Кои от изброените по-долу вещества и клетки с чужд произход са антигени?
1. токсини, вируси и бактерии
2. йони и витамини
3. АТФ, НАД, ацетил-КоА
4. белтъци, полизахариди и комплекси между тях

а. 1, 2
б. 2, 4
в. 1, 4
г. 3, 4";в;Тема 11;
"Ролята на имунната система е да:
1. поддържа видовете хомеостаза в организма на човека и бозайниците
2. реализира имунитета
3. разпознава широк кръг от патогени
4. разграничава антигени от антитела

а. 1, 2
б. 1, 3
в. 2, 3
г. 1, 4";в;Тема 11;
"Системата на комплемента:
1. представлява верижно активираща се система от плазмени белтъци
2. осъществява представянето на антигена
3. при активиране води до образуването на пори в мембраната на клетката нашественик
4. унищожава поразени от вируси клетки в организма

а. 1, 3
б. 1, 4
в. 2, 3
г. 1, 2, 4";а;Тема 11;
"Представянето на антигена включва:
1. вътреклетъчно преобразуване на антигена от макрофагите
2. ангажиране на Т-клетки убийци
3. ангажиране на клетки на имунната памет
4. изнасяне на комплекса „антиген (фрагмент) - белтък“ на повърхността на клетъчната мембрана

а. 1, 2, 3
б. 1, 3, 4
в. 2, 4
г. 1, 4";г;Тема 11;
"Имунната защита на животинските организми се постига с участието на плазмената мембрана на имунокомпетентните клетки. Това се постига чрез:
1. участието на въглехидратен компонент в химичния състав на мембраната
2. включването на фосфолипидите в изработването на имунната памет
3. избирателната пропускливост на мембраната
4. присъствието на рецепторни белтъци в състава на мембраната

а. 1, 2
б. 1, 3
в. 2, 4
г. 1, 4";г;Тема 11;
"В-лимфоцитите:
1. изпълняват водеща роля в клетъчния имунен отговор
2. се активират за делене от белтъци, отделяни от Т-помощниците
3. не притежават рецептори за антигена
4. се превръщат в клетки, синтезиращи антитела след стимулиране от Т-хелперите

а. 1, 2
б. 2, 4
в. 2, 3
г. 1, 3, 4";б;Тема 11;
"Възпалението:
1. е компонент на придобития имунитет
2. способства за локализиране на антигена в мястото на навлизането му в организма
3. е разновидност на клетъчния имунитет
4. се осъществява от фагоцити, както и с участието на системата на комплемента

а. 1, 3
б. 2, 4
в. 1, 3, 4
г. 2, 3, 4";б;Тема 11;
"Пори в мембраните на попаднали в организма клетки нашественици се образуват в резултат на:
1. фаго- и пиноцитоза без участие на АТФ
2. задействате системата на комплемента
3. активиране на клетки на имунната памет
4. активиране на Т-килърите

а. 1, 2
б. 2, 3
в. 2, 4
г. 3, 4";в;Тема 11;
"Т-килърите атакуват и унищожават:
1. вируси
2. бактериофаги
3. клетки с променена структура на мембраната
4. туморни, както и заразени с вируси клетки

а. 1, 3
б. 2, 4
в. 1, 4
г. 3, 4";г;Тема 11;
"Рефлексните дъги могат да бъдат:
1. рецепторни и ефекторни
2. съкратими и възбудими
3. соматични и вегетативни
4. прости и сложни

а. 1, 2
б. 1, 2, 3
в. 2, 3, 4
г. 3, 4";г;Тема 12;
"Рецепторите:
1. преобразуват дразненията в нервни импулси с определена честота и сила
2. чрез сетивни нерви изпращат информацията до ЦНС
3. са специализирани да възприемат определен вид дразнители
4. се подразделят на физични, физико-химични, химични и биологични

а. 1, 3
б. 1, 2, 3
в. 3, 4
г. 2, 3, 4";б;Тема 12;
"Условен рефлекс:
1. се формира винаги на основата на безусловен рефлекс
2. е рефлекс, характерен за всички индивиди, принадлежащи към даден биологичен вид
3. се придобива през след зародишното развитие
4. е рефлекс, формиран в хода на филогенетичното развитие на вида

а. 1, 2
б. 1, 3
в. 2, 4
г. 1, 2, 4";б;Тема 12;
"Невромедиаторите:
1. са ацетилхолин, адреналин и норадреналин
2. представляват рецептори за болка
3. осъществяват еднопосочно разпространение на нервните импулси
4. са съвкупността от дразнители

а. 1, 2
б. 1, 3
в. 2, 3
г. 3, 4";б;Тема 12;
"Нервният център:
1. е част от рефлексната дъга
2. формира нервни импулси от дразнители, постъпващи от вътрешните органи
3. е съвкупност от неврони и нервни връзки, които регулират функцията на даден орган
4. осигурява възпроизводството на нервните импулси в дразнители

а. 1, 2
б. 1, 3
в. 3, 4
г. 2, 4";б;Тема 12;
"Еволюционното развитие на нервната система се изразява в:
1. в способността за генериране на биоелектрични изменения в ядрата на определени специализирани клетки
2. увеличаване на броя на невроните и тяхната диференциация 
3. усложняване на междуневронните връзки и образуване на групи неврони с обща функция
4. централизация на нервната система

а 1, 2
б. 1, 3
в. 2, 3, 4
г. 3, 4";в;Тема 12;
"Рефлексната дъга включва:
1. рецептор
2. двигателен неврон
3. дразнител
4. изпълнителен орган

а. 1, 2, 3
б. 1, 2, 4
в. 2, 3, 4
г. 1, 3, 4";б;Тема 12;
"Информацията която се получава от системата за обща сетивност е от:
1. механично въздействие
2. химично въздействие
3. зрително въздействие
4. температурно въздействие

а. 1, 2
б. 2, 3, 4
в. 2, 3
г. 1, 2, 4";г;Тема 12;
"Всяка сетивна система се състои от следните части:
1. периферна
2. медуларна
3. проводна
4. корова

а. 1, 2
б. 1, 2, 3
в. 1, 3, 4
г. 2, 4";в;Тема 12;
"Безусловните рефлекси:
1. се придобиват през след зародишното развитие
2. са присъщи за всички индивиди от даден биологичен вид
3. са вродени и не се променят през целия живот на организма
4. могат да претърпят промяна в хода на онтогенезата

а. 1, 3
б. 2, 3
в. 2, 4
г. 1, 4";б;Тема 12;
"Храносмилателната система включва:
1. органи в устната кухина (език, зъби), слюнчени жлези
2. гълтач, хранопровод
3. стомах, тънко и дебело черво
4. черен дроб и задстомашна жлеза

а. 1,2 и 3
б. 2, З и 4
в. 1, З и 4
г. всички са верни";г;Тема 13;
"Ензимите, участващи в храносмилането:
1. са по природа белтъци
2. са способни да преобразуват множество различни субстрати
3. се секретират единствено от жлези със смесена функция
4. се секретират от жлези, изливащи своя секрет в устната кухина, стомаха, дванадесетопръстника и червата

а. 1 и 2
б. 2 и 3
в. 1, 2 и 3
г. 1, 2 и 4";г;Тема 13;
"Храносмилането е процес:
1. на поглъщане на хранителните вещества в организма
2. на механична и ензимно катализирана химична обработка на храната
3. на разграждане на хранителните вещества до нискомолекулни химични съединения
4. предхождащ всмукването хранителните вещества в червата

а. 1, 2 и 3
б. 1, 2 и 4
в. 2, З и 4
г. всички са верни";в;Тема 13;
"Зъбите са:
1. твърди, здрави образувания, подредени върху горната и долната челюст
2. изградени от ствол и основа
3. изградени от пулпа, зъбен цимент и дентин
4. изградени от корен и корона, покрита с емайл

а. 1, 2 и 3
б. 1, 2 и 4
в. 2 и 4
г. 1 и 4";г;Тема 13;
"Съзъбието на възрастния човек включва:
1. 12 кътника
2. 8 резци
3. 8 кучешки зъба
4. 4 предкътника

а. 1 и 4
б. 1 и 2
в. 1 и 3
г. липсва верен отговор";б;Тема 13;
"Големите слюнчени жлези включват:
1. подезични
2. подчелюстни
3. околоушни
4. надчелюстни

а. 1 и 2
б. 1, 2 и 3
в. З и 4
г. 1, 2 и 4";б;Тема 13;
"Хранопроводът:
1. при покой е свит и стените му плътно прилягат
2. представлява тръба, дълга около 25 см
3. отвежда храната в стомаха
4. преминава пред трахеята, през гръдната кухина и диафрагмата

а. 1, 2 и 3
б. 1, 2 и 4
в. 2 и 3
г. всички са верни";а;Тема 13;
"Слюнката съдържа:
1. амилаза
2. трипсин
3. пептидаза
4. слуз

а. 1 и 3
б. 1 и 4
в. З и 4
г. 1, З и 4";б;Тема 13;
"Кои ензими осъществяват разграждането на въглехидратите в човешкия организъм?
1. амилаза
2. липаза
3. пепсин
4. малтаза

а. 1 и 4
б. 1 и 2
в. 1, З и 4
г. 2 и 4";а;Тема 13;
"Амилазата е ензим, който действа в:
1. устната кухина
2. стомаха
3. дебелото черво
4. тънкото черво

а. 1, 2, З и 4
б. 1 и 4
в. 1 и 2
г. З и 4";б;Тема 13;
"Стената на храносмилателния канал е изградена от:
1. гладка мускулна тъкан
2. напречнонабраздена мускулна тъкан
3. лигавица
4. съединителна и епителна тъкан

а. З и 4
б. 2 и 3
в. 2 и 4
г. 1, 3 и 4";г;Тема 13;
"Зъбите, служещи за отхапване и разкъсване на храната, са:
1. резци
2. предкътници
3. кътници
4. кучешки

а. 1 и 4
б. 1 и 2
в. 2 и 4
г. 1, 3 и 4";а;Тема 13;
"Зъбите, служещи за раздробяване и стриване на храната, са:
1. резци
2. предкътници
3. кътници
4. мъдреци

а. 2 и 3
б. 1 и 2
в. З и 4
г. 1, З и 4";а;Тема 13;
"В стомашния смилателен сок се съдържат:
1. пепсин
2. амилаза
3. солна киселина
4. слуз

а. 1, 3, 4
б. 1, 3
в. 2, 4
г. 2, 3, 4";а;Тема 14;
"Кое твърдение се отнася за стомаха?
1. представлява голямо торбовидно разширение на храносмилателния канал
2. разположен е в коремната кухина под диафрагмата
3. на входа му се намира кръгъл мускул, който при съкращение не позволява преминаване на храна в него
4. входът му е свързан с дванадесетопръстника

а. 1, 2, 3
б. 1, 2
в. 3, 4
г. 2, 3";б;Тема 14;
"В дванадесетопръстника се излива(т):
1. не се изливат никакви секрети
2. секретите на задстомашната жлеза
3. жлъчен сок
4. ензимите амилаза и липаза

а. 2, 4
б. 1
в. 2, 3
г. 2, 3, 4";г;Тема 14;
"Жлъчният сок:
1. съдържа жлъчни киселини
2. съдържа смилателни ензими
3. емулгира големите мастни капки, раздробявайки ги на по-малки
4. подпомага липазата

а. 1, 2
б. 1, 3, 4
в. 2, 3, 4
г. 1, 4";б;Тема 14;
"Смилателният сок, секретиран от задстомашната жлеза, съдържа:
1. трипсин
2. липаза
3. амилаза
4. вещества, неутрализиращи киселинното стомашно съдържимо

а. 1, 2, З и 4
б. 1 и 4
в. 2 и 4
г. 1, 2 и 4";а;Тема 14;
"В тънкото черво действат следните храносмилателни ензими:
1. трипсин
2. пепсин
3. пептидази
4. малтаза

а. 1, 3, 4
б. 1, 2 и 3
в. 2, З и 4
г. всички са верни";а;Тема 14;
"В дебелото черво се всмукват:
1. вода
2. мазнини и белтъчини
3. въглехидрати
4. соли

а. 1, 2, З и 4
б. 1, 2
в. 1, 4
г. 3, 4";в;Тема 14;
"Перисталтиката е характерна за:
1. стомаха и тънкото черво
2. всички сфинктери в храносмилателната система
3. дванадесетопръстника и дебелото черво
4. стомаха и задстомашната жлеза

а. 1, 3
б. 1, 2, З и 4
в. 3, 4
г. 2, 4";а;Тема 14;
"В стомаха се разграждат погълнатите с храната:
1. белтъци
2. мазнини
3. полипептиди
4. нито едно от изброените

а. 1, 2, З
б. 1 и 3
в. 4
г. 1, 2";б;Тема 14;
"Задстомашният сок разгражда:
1. белтъци и пептиди
2. полизахариди
3. мазнини
4. нито едно от изброените

а. 1, 2, 3
б. 4
в. 2, 3
г. 1, 2";а;Тема 14;
"В дванадесетопръстника се разграждат:
1. белтъци
2. мазнини
3. въглехидрати
4. витамини

а. 1 и 2
б. 2 и 3
в. 1, 2 и 3
г. 1, З и  4";в;Тема 14;
"Към дихателните пътища не се включват:
1. нос, гръклян
2. трахея, хранопровод
3. трахея, бронхи
4. бронхи, бронхиоли

а. 1,3
б. 2, 4
в. 1, 3, 4
г. 3, 4";б;Тема 15;
"Посочете верните твърдения:
1. между белите дробове се намират сърцето и големите кръвоносни съдове
2. върховете на двата бели дроба се издават над ключиците
3. десният бял дроб е по-малък от левия
4. левият бял дроб е по-малък от десния

а. 1, 2, 4
б. 2, 3
в. 1, 3
г. 1, 2, 3";а;Тема 15;
"Посочете всички верни твърденията за трахеята:
1. може да се удължава при преглъщане
2. образувана е от хрущялни полупръстени, ориентирани с отворената си част към гръдната кост
3. покрита е с ресничест епител
4. образувана е от хрущялни полупръстени, ориентирани с отворената си част към хранопровода

а. 1, 3
б. 1, 4
в. 1, 3, 4
г. 2, 3";в;Тема 15;
"Гръклянът:
1. е изграден от хрущял, мускули и кубичен епител
2. е по-силно изпъкнал при мъжете
3. е част от гълтача
4. осъществява връзката между гълтача и трахеята

а. 1, 2
б. 2, 3
в. 2, 4
г. 1, 3";в;Тема 15;
"Носната кухина е:
1. покрита с многослоен кубичен епител
2. свързана с гръкляна
3. свързана с носоглътка
4. богато кръвоснабдена

а. 1, 2, 3
б. 2, 3
в. 3, 4
г. 1, 2, 4";в;Тема 15;
"Плеврата:
1. е съединителнотъканна обвивка, покриваща белите дробове отвън
2. е съединителнотъканна обвивка, покриваща гръдната клетка отвътре
3. се подразделя на белодробна, пристенна и епикардиална
4. секретира оскъдно количество течност

а. 1, 2, 4
б. 2, 3
в. 3, 4
г. 1, 2, 3, 4";а;Тема 15;
"Кое се отнася за алвеолите:
1. Стените им са изградени от един слой епителни клетки
2. Външната им страна е покрита с гъста мрежа от капиляри
3. Вътрешността им е покрита с гъста мрежа от капиляри малки
4. Общата повърхност на алвеолите е 500-1000 квадратни метра

а. 2, 4
б. 1, 4
в. 1, 2
г. 1, 3, 4";в;Тема 15;
"Кои твърдения за гласа са верни?
1. получава се от трептението на гласовите връзки
2. характеризира се с определена сила и височина
3. в произнасянето на звуковете не участват зъбите, бузите и венците
4. съпроводено ес бърза промяна на формата и големината на гласовата цепка

а. 1, 2, 3
б. 1, 2, 4
в. 2, 4
г. 1, 3";б;Тема 15;
"При надлъжен срез на бъбрек се различават:
1. кора с дебелина 4 - 5 мм
2. кора с дебелина 15 - 20 мм
3. сърцевина с пирамиди
4. бъбречно легенче

а. 1 и 3
б. 1, З и 4
в. 2 и 4
г. 2, З и 4";б;Тема 16;
"Бъбреците отделят в урината следните крайни продукти на обмяната:
1. урея
2. белтъци
3. глюкоза
4. пикочна киселина

а. 1 и 2
б. 1 и 4
в. 1 и 3
г. З и 4";б;Тема 16;
"Бъбреците:
1. вземат участие в поддържането на нормално кръвно налягане
2. регулират функцията на надбъбречните жлези
3. участват в образуването на хормон, повишаващ обратното всмукване на вода в извитите каналчета
4. вземат участие в поддържането на алкално-киселинния баланс в организма

а. 1 и 2
б. 1 и 3
в. 1 и 4
г. З и 4";в;Тема 16;
"Бъбречните пирамиди са обърнати:
1. с основата си към кората
2. с върха си към кората
3. с върха си към бъбречното легенче
4. с основата си към бъбречното легенче

а. 1 и 2
б. 1 и 3
в 2 и 4
г. З и 4";б;Тема 16;
"Във вдлъбнатината на бъбрека влизат и излизат следните кръвоносни съдове и канали:
1. бъбречен капиляр и пикочопровод
2. бъбречна вена и пикочопровод
3. бъбречна артериола
4. бъбречна артерия

а. 1 и 2
б. 2 и 4
в. З и 4
г. всички са верни";б;Тема 16;
"Капилярното клъбце е свързано с:
1. входяща артериола
2. входяща артерия
3. изходяща артериола
4. извито каналче

а. 1 и 3
б. 1 и 4
в. 2 и 3
г. 2 и 4";а;Тема 16;
"В нефрона се извършват процесите:
1. филтрация и обратно всмукване
2. резорбция
3. секреция
4. аглутинация и обратно всмукване

а. 1 и 2
б. 1 и 3
в. 1 и 4
г. З и 4";б;Тема 16;
"Първичната урина съдържа:
1. вода и аминокиселини
2. минерални соли и глюкоза
3. скорбяла
4. белтъци и глюкоза

а. 1 и 2
б. 1 и 3
в. 1 и 4
г. З и 4";а;Тема 16;
"Крайната урина съдържа:
1. вода и урея
2. минерални соли и пикочна киселина
3. ензими
4. вода, глюкоза и урея

а. 1 и 2
б. 1 и 3
в. 2 и 3
г. З и 4";а;Тема 16;
"Чрез секреция в урината се отделят:
1. някой лекарства
2. аминокиселини
3. глюкоза
4. амоняк

а. 1 и 2
б. 1 и 3
в. 1 и 4
г. З и 4";в;Тема 16;
"Образуването на урина се повлиява от:
1. хормони на тимуса
2. вариациите на кръвното налягане
3. хормони на подхълмието
4. хормони на надбъбречните жлези и хипофизата

а. 1 и 2
б. 1 и 3
в. 2 и 3
г. 2 и 4";г;Тема 16;
"Крайната урина на здрав човек не съдържа:
1. вода и минерални соли
2. белтъци и аминокиселини
3. урея и пикочна киселина
4. липиди и глюкоза

а. 1 и 2
б. 2 и 3
в. 2 и 4
г. З и 4";в;Тема 16;
"Първичната урина не съдържа:
1. аминокиселини
2. белтъци
3. гликоген
4. глюкоза

а. 1 и 2
б. 2 и 3
в. 1 и 3
г. З и 4";б;Тема 16;
"Камъните в бъбреците могат да бъдат изградени от:
1. калциеви соли
2. магнезиеви соли
3. пикочна киселина
4. натриеви соли

а. 1 и 2
б. 1 и 3
в. 2 и 3
г. З и 4";б;Тема 16;
"Пиелонефритът е възпаление на:
1. гломерулите в нефроните
2. маточните тръби и пикочния мехур
3. пикочните пътища
4. бъбречното легенче

а. 1 и 2
б. 1 и 3
в. 2 и 3
г. З и 4";г;Тема 16;
"Заболяването цистит може да се дължи на:
1. бактериална инфекция
2. проблеми от хормонален характер
3. простуда
4. прекомерно физическо натоварване

а. 1 и 2
б. 1 и 3
в. 2 и 3
г. 3 и 4";б;Тема 16;
"Профилактиката на бъбречните болести не включва:
1. предпазване от инфекциозни болести и простуди
2. здравословно хранене
3. избягване на запрашени и задимени помещения
4. използване на презервативи при полов контакт

а. 1 и 2
б. 2 и 3
в. З и 4
г. 1 и 3";г;Тема 16;
"Успешна бъбречна трансплантация има при:
1. еднояйчни близнаци
2. хора, несвързани с родствени връзки
3. близки роднини
4. непознати

а. 1 и 2
б. 1 и 3
в. 1 и 4
г. З и 4";б;Тема 16;
"Първичната урина се различава от кръвната плазма по това, че не съдържа:
1. кръвни клетки
2. соли
3. аминокиселини
4. белтъци

а. 1 и 4
б. 1 и 2
в. 2 и 3
г. 1, 2 и 4";а;Тема 16;
"Бъбреците отделят:
1. ренин
2. танин
3. еритропоетин
4. фитин

а. 1 и 2
б. 2 и 3
в. 1 и 3
г. З и 4";в;Тема 16;
"Кои от посочените хормони регулират съдържанието на вода и соли в организма?
1. вазопресин
2. инсулин
3. алдостерон
4. кортикостерон

а. 1 и 4
б. 1 и 3
в. З и 4
г. 1, 2 и 3";б;Тема 16;
"Посочете всички верните твърдения за сърцето?
1. то е четириделно - съдържа две предсърдия и две камери.
2. чрез мускулна преграда се разделя на две половини - лява и дясна
3. през дясната му половина преминава венозна кръв
4. през лявата му половина преминава артериална кръв

а. 1, 2, 3
б. 1, 2, 4
в. 3, 4
г. 1, 2, 3, 4";г;Тема 17;
"Посочете всички верни твърдения за предсърдно-камерните клапи:
1. свързват камерите с предсърдията
2. при съкращение на камерната мускулатура се повишава налягането в тях и клапите се затварят
3. клапите позволяват на кръвта да се движи само в една посока от предсърдията към камерите
4. клапите позволяват на кръвта да се движи само в една посока от камерите към предсърдията

а. 1, 2, 3
б. 1, 2, 4
в. 2, 4
г. 1, 4";а;Тема 17;
"Кои от посочените твърдения се отнасят за полулунните клапи?
1. намират се в началото на големите кръвоносни съдове, излизащи от камерите
2. пропускат кръвта само в посока от сърцето към съдовете
3. не позволяват кръвта да се върне обратно от съдовете в камерите
4. намират се в края на кръвоносни съдове, излизащи от камерите

а. 1, 2, 4
б. 1, 2, 3
в. 1, 2, 4
г. 3, 4";б;Тема 17;
"Стената на сърцето е изградена от:
1. епикард
2. ендокард
3. перикард
4. миокард

а. 1, 2, 4
б. 2, 3
в. 1, 3, 4
г. 1, 2, 3, 4";а;Тема 17;
"Отбележете всички верните твърдения за аортата:
1. тя се явява най-големият артериален кръвоносен съд
2. тя излиза от лявата камера
3. тя излиза от дясната камера
4. нейни разклонения достигат до всички части на тялото

а. 1, 3
б. 3, 4
в. 1, 2, 4
г. 1, 3, 4";в;Тема 17;
"Посочете всички верни твърдения за белодробната артерия:
1. тя излиза от дясната камера на сърцето
2. тя изнася венозната кръв от сърцето
3. тя отвежда венозна кръв до белите дробове
4. тя се влива в лявото предсърдие

а. 1, 2, 3
б. 2, 3, 4
в. 1, 2, 4
г. 1, 3, 4";а;Тема 17;
"Белодробните вени са:
1. четири малки съда, който се вливат в лявото предсърдие
2. кръвоносни съдове, внасящи в сърцето кръв, обогатена на кислород
3. четири малки съда, вливащи венозна кръв в дясното предсърдие
4. кръвоносни съдове, доставящи артериална кръв на миокарда

а. 1, 2
б. 1, 3, 4
в. 3, 4
г. 1, 4";а;Тема 17;
"Капилярите са:
1. малки кръвоносни съдове, образуващи гъста мрежа в органите и тъканите
2. кръвоносни съдове, през които се извършва пренос на газове и вещества
3. кръвоносни съдове с малък диаметър, но с голяма обща повърхност
4. малки кръвоносни съдове, чиято стена е изградена от два слоя

а. 1, 2, 3
б. 2, 3, 4
в. 1, 3, 4
г. 1, 2, 4";а;Тема 17;
"Кои твърдения се отнасят за вените:
1. стената на вените е изградена от няколко слоя
2. те са кръвоносни съдове със собствена пулсация
3. притежават клапи, които подпомагат еднопосочното движение на кръвта
4. вените се вливат само в лявото предсърдие

а. 1, 3
б. 2, 3, 4
в. 1, 3, 4
г. 1, 2, 4";а;Тема 17;
"Вътрешната течна среда включва:
1. кръв
2. лимфа
3. стомашен сок
4. тъканна течност

а. 2, 3
б. 1, 3, 4
в. 1, 2, 3
г. 1, 2, 4";г;Тема 18;
"Кръвната плазма съдържа:
1. 90-92% вода.
2. 8% органични вещества
3. 0.9% минерални соли
4. тромбоцити

а. 2, 4
б. 1, 2, 3, 4
в. 1, 4
г. 1, 2, 3";г;Тема 18;
"Кръвта се състои от:
1. миоцити
2. еритроцити
3. левкоцити
4. тромбоцити

а. 1, 3, 4
б. 2, 3
в. 2, 3, 4
г. 1, 2, 4";в;Тема 18;
"В състава на лимфата влизат:
1. течност близка по състав до кръвта, но по-богата на мазнини
2. лимфоцити
3. течност, близка по състав до кръвта, но по-богата на белтъци
4. тромбоцитни предшественици

а. 1, 4
б. 1, 2
в. 2, 3, 4
г. 2, 3";б;Тема 18;
"В образуването на съсирека вземат участие:
1. фибрин
2. кръвни клетки
3. кръвен серум
4. албумин

а. 1, 2, 3
б. 2, 3
в. 1, 4
г. 1, 2";г;Тема 18;
"Посочете кои от твърденията са верни за тъканната течност:
1. осигурява връзката на кръвта с клетките
2. има основно значение при обмяната на веществата между кръвта и клетките
3. намира се в междуклетъчните пространства
4. съдържа по-голямо количество тромбоцити от лимфата и кръвната плазма

а. 1, 2, 4
б. 2, 3, 4
в. 1, 2, 3
г. 1, 3, 4";в;Тема 18;
"Лимфата е:
1. течност близка по състав на кръвта
2. по-богата на мазнини от кръвта
3. по-бедна на белтъци от кръвта
4. по-бедна на мазнини от кръвта

а. 1, 4
б. 2, 3
в. 1, 2, 3
г. 1, 3";в;Тема 18;
"Кое от твърденията се отнася за кръвната плазма?
1. представлява жълтеникава прозрачна течност
2. съставлява 55% от състава на кръвта
3. съдържа 90-92% вода
4. съдържа 55% вода

а. 1, 2, 3
б. 1, 2, 4
в. 1, 3, 4
г. 2, 4";а;Тема 18;
"За кръвосъсирването са в сила следните твърдения:
1. защитна реакция, предпазваща организма от кръвозагуба
2. защитна реакция, предпазваща организма от навлизане на болестотворни микроорганизми при нараняване
3. характеризира се с превръщането на фибриногена във фибрин
4. характеризира се с превръщането на фибрина във фибриноген

а. 1, 4
б. 2, 4
в. 1, 2, 3
г. 1, 2, 4";в;Тема 18;
"Посочете верните твърдения за еритроцитите:
1. клетки без ядра и цитоплазмени органели
2. клетки, имащи ядрена мембрана
3. клетки, имащи форма на двойно вдлъбнат диск
4. клетки, имащи малки размери

а. 2, 3
б. 2, 4
в. 3, 4
г. 1, 3, 4";г;Тема 18;
"За левкоцитите се отнасят следните верни твърдения:
1. клетки, имащи значение за защитните процеси в човешкия организъм
2. клетки, имащи значение за възстановителните процеси в човешкия организъм
3. броят им се увеличава при инфекциозни и ракови заболявания
4. броят им намалява при сърдечно-съдови заболявания

а. 1, 2, 3
б. 2, 3, 4
в. 1, 2, 4
г. 1, 3, 4";а;Тема 18;
"Кои от твърденията, отнасящи се за тромбоцитите са верни:
1. малки късчета от цитоплазмата на големи клетки
2. безядрени, живеят 8-11 дни, като непрекъснато се обновяват
3. имат значение за съсирването на кръвта
4. имат ядро

а. 1, 2, 3
б. 3, 4
в. 2, 3, 4
г. 2, 4";а;Тема 18;
"Посочете кое от твърденията е вярно за лимфоцитите:
1. вид левкоцитите
2. развиват се в тимуса
3. развиват се в лимфните възли
4. безядрени, живеят 8-11 дни, като непрекъснато се обновяват

а. 1, 2, 3
б. 2, 3, 4
в. 3, 4
г. 1, 2, 4";а;Тема 18;
