Основната функционална и структурна единица на бъбрека е _. Той е микроскопично _ образувание.;нефрона, тръбесто
Във вдлъбнатината в средата на бъбрека навлиза бъбречна артерия, която се разклонява до множество артериоли и _, а излиза бъбречна _.;капиляри, вена
Нефронът се състои от капилярно клъбце, обвиваща го _ и започващо от нея извито _.;капсула, каналче
В нефрона се извършват _, обратно всмукване и _.;филтрация, секреция
Възпалителното увреждане на нефроните се нарича гломерулонефрит, а на бъбречните и пикочните пътища - _ Най-честата причина за тези заболявания е _ инфекция.;пиелонефрит, бактериална
Възпалението на пикочния мехур се нарича _, а на пикочния канал - _.;цистит, уретрит
Филтрацията кръвната плазма се извършва през стената на капилярите в клъбцето и _ Осъществява се благодарение на по-високо кръвно налягане, тъй като входящата артериола е _ От изходящата.;капсулата, по-широка
Първичната урина съдържа вода, минерални соли, _ аминокиселини и _.;глюкоза, урея
Полезните вещества от първичната урина като вода, соли, глюкоза, аминокиселини се връщат в кръвта при _ всмукване и се образува _ урина.;обратното, крайна
Крайната урина съдържа само вода, соли, _ и _ киселина.;урея, пикочна
Пикочният мехур е кух мускулест орган с _ функция и е разположен в _ таз.;резервоарна, малкия
Образуването на урина в бъбреците зависи от кръвното налягане, но се регулира и от хормони на _ и _ жлеза.;хипофизата, надбъбречната
При събиране на 150 мл. урина се дразнят рецепторите в пикочния мехур, които произвеждат нервни импулси до _ мозък, а оттам до _ мозък.;гръбначния, крайния
При липса на _ хормон водата не може да се реабсорбира и се развива нарушение, известно като _.;антидиуретичния, полиурия (безвкусен, воден диабет)
Сърцето на човека е четириделно - съдържа две _ и две _, чрез мускулна преграда то се разделя на две половини.;предсърдия, камери
При съкращение на камерната мускулатура налягането в _ рязко се повишава и плътно се затварят _.;камерите, клапите
В началото на големите кръвоносни съдове, излизащи от камерите се намират _ клапи, който пропускат кръвта само в посока към съдовете и не позволяват тя да се върне обратно в _.;полулунни, камеритв
Стената на сърцето е изградена от три слоя _, _ и ендокард.;епикард, миокард
Между двата листа на перикарда се намира _, която намалява _ при работа на сърцето.;течност, триенето
От лявата камера на сърцето излиза най-големият кръвоносен съд - _ Разклоненията ѝ достигат до всички части на _.;аорта, тялото
От дясната камера излиза _ която изнася венозна кръв от сърцето и я отвежда до _.;белодробната артерия, белите дробове
В лявото предсърдие се вливат четири по-малки съда _, които внасят в сърцето артериална кръв, обогатена на кислород от _.;белодробните вени, белите дробове
Сърдечният мускул извършва огромна _, за която се нуждае от голямо количество енергия, съответно и от _.;работа, кислород
Артериите са кръвоносни съдове, които изнасят от сърцето _ и я отвеждат до всички органи и _.;кръв, тъкани
Кръвта от капилярите преминава в малки вени _, а те се събират в по-големи _.;венули, вени
Непрекъснатото движение на кръвта в организма, което се осигурява от _ и кръвоносните съдове, се нарича _.;сърцето, кръвообращение
Кръвта се състои от кръвна плазма - течна част, и кръвни клетки - червени кръвни клетки (_), бели кръвни клетки (левкоцити) и кръвни плочици (_).;еритроцити, тромбоцити
Лимфата е течност, близка по състав до кръвта, но по-богата на мазнини и 3-4 пъти по-бедна на _. В нея има клетки - _ (вид левкоцити).;белтъци, лимфоцити
Основното значение за поддържането на _ в организма има неговата вътрешна течна среда, която е образувана от кръвта, лимфата и _.;хомеостазата, тъканна течност
Тъканната течност има основно значение при обмяната на веществата между _ и _.;кръвта, клетките
Съсирването е сложен физиологичен процес. В основата му стои превръщането на белтъка _ от разтворима в неразтворима нишковидна форма - _.;фибриноген, фибрин
Кръвната плазма, лишена от фибриноген, се нарича _, който за разлика от кръвната плазма не може да се _.;кръвен серум, съсирва
Еритроцитите при човека имат формата на двойно вдлъбнат диск, което увеличава _ им и дава възможност за преминаване на повече _.;повърхността, газове
Хемоглобинът е 90% от _ вещество на еритроцитите, лесно се свързва с кислорода в белите дробове и образува _.;сухото, оксихемоглобин
С въглеродният диоксид хемоглобинът образува _, което е _ съединение. ;карбаминохемоглобин, нетрайно
Еритроцитите се образуват в  _, който е основен кръвотворен _.;костния мозък, орган
При продължително престояване на голяма надморска височина, където въздухът е беден на _ се засилва образуването на  _, с което се осигурява необходимото количество кислород за тъканите. ;кислород, еритроцити
Еритроцитите са клетки без _, и без цитоплазмени органели, но имат клетъчна мембрана, през която могат да преминават _ вода и йони.;ядро, газове
Еритроцитите имат форма на _, което увеличава _ им и дава възможност за преминаване на повече кислород.;двойно вдлъбнат диск, повърхността
Хемоглобинът е _ процента от сухото вещество на еритроцитите. Той е белтък съдържащ _ йони и е обагрен в червено.;90, железни
Хемоглобинът се свързва обратимо с кислород в _ и образува _.;белите дробове, оксихемоглобин
Артериалната кръв разнася _ до всички клетки, където той се разгражда до хемоглобин и _, който клетките използват.;оксихемоглобин, кислород
Венозната кръв е бедна на _ и е с виненочервен цвят. Хемоглобинът в нея пренася част от въглеродния диоксид под формата на _ от клетките до белите дробове.;кислород, карбаминохемоглобин
Еритроцитите се образуват в _. Те живеят 120 дни, след което се разрушават предимно в _.;костния мозък, черния дроб
Рязкото увеличаване на левкоцитите над 20 000 в един мм3 кръв е показател за _ или за развитието на _.;инфекция, тумори
Лимфоцитите са вид _. Тяхното образуване и развитие се осъществява предимно в _.;левкоцити, лимфните възли
Една част от лимфоцитите са свързани с образуването на специфични _ неутрализиращи чужди тела. Така те създават _ към определени заболявания.;белтъци, невъзприемчивост
Тромбоцитите са малки късчета от _ на големи клетки, разположени в костния мозък. Те са _ и имат значение за кръвосъсирването.;цитоплазма, безядрени
Опорно-двигателната система се състои от _ част - костите на скелета и свързванията между тях,  и _ част - скелетните мускули.;пасивна, активна
Човешкият скелет е изграден от всички кости в тялото, които са основата на _ част на опорно-двигателната система. Костите са съставени предимно от костна тъкан, която по своя строеж се разделя на плътна и _.;пасивната, гъбеста
Минералните соли придават _ на костите. Отлагането им се регулира от витамин _.;твърдост, Д
Органичните вещества придават _ на костите. При младите индивиди поради по-голямото количество на органични вещества, костите са по-малко _ в сравнение с възрастните хора. ;еластичност, чупливи
Отвън костите са покрити с _. Тя представлява плътна съединителна тъкан, в която се намират множество кръвоносни съдове и _.;надкостница, нерви
Дългите кости имат два края, изградени предимно от _ костно вещество, и средна част, съставена от _ костно вещество.;гъбесто, плътно
Плоски кости са костите на черепа, лопатките, ребрата, гръдната кост и част от тазовите кости. Те са съставени от тънки външни пластинки от _ костно вещество, а вътрешността им представлява _ костно вещество. ;плътно, гъбесто
Плоски кости са костите на черепа, _, ребрата, _ кост и част от тазовите кости.;лопатките, гръдната
Плоски кости са костите на _, лопатките, _, гръдната кост и част от тазовите кости.;черепа, ребрата
Плоски кости са костите на черепа, лопатките, ребрата, _ кост и част от _ кости.;гръдната, тазовата
По време на зародишното развитие повечето от костите са изградени от _, а някои от тях - от _ съединителна тъкан.;хрущял, влакнеста
До достигане на окончателния ръст на човека между средната част на дългите кости и техните краища остават _ пластинки, от които костите нарастват на _.;хрущялни, дължина
С помощта на _ костите нарастват на дебелина. Тя _ костите.;надкостницата, изхранва
Надкостницата _ костите и подпомага _ на счупени кости.;изхранва, зарастването
При неподвижното свързване костите се свързват посредством _ съединителна тъкан. Подвижното свързване се осъществява чрез _.;плътна, стави
Ставната капсула е изпълнена с _, намаляваща триенето на ставните повърхности. Ставната капсула е подсилена с _, които я предпазват от разкъсване и прикрепват костите.;течност, връзки
Костите на черепа са свързани неподвижно с изключение на долната челюст. По този начин се образуват кухини (черепна, _, носна, и  _ кухина), в които се разполагат главният мозък и сетивните органи на зрението, обонянието и вкуса.;подезичната, устна
Костите на черепа са свързани непрекъснато с изключение на _ челюст. По този начин се образуват кухини (черепна, очница _ и устна), в които се разполагат главният мозък и сетивните органи на зрението, обонянието и вкуса.;долната, носна
Мозъчният дял на черепа е изграден от 2 - _, 2-слепоочни, челна, тилна и _ кост.;теменни, клиповидна
B _ кост има голям отвор, през който се свързват _ и главния мозък.;тилната, гръбначния
Лицевият дял на черепа се изгражда от _ чифтни и три нечифтии кости (ралник, долна челюст, решетъчна кост и _).;шест, подезична
В костите има костен мозък. Той е два вида: _ и _.;жълт, червен
Свързването на костите се извършва по три начина: неподвижно, _ и _.;полуподвижно и подвижно
Гръбначния стълб е стабилен полуподвижен орган, който се състои от _ прешлена, кръстцова и _ кост.;24, опашна
Гръбначният канал се образува от _ на всички прешлени, в който се намира гръбначният _.;отворите, мозък
Първият шиен прешлен се нарича _. Той е свързан чрез две стави с _ кост на черепа.;атлас, тилната
Гръбначният стълб има няколко _, които при възрастните хора му придават форма на _.;кривини, двойно S
Гръдният кош е изграден от 12 чифта _, гръдната част на гръбначния стълб и _ кост.;ребра, гръдната
Горният крайник се състои от _, пояс, мишница, предмишница, _.;раменен, ръка
Раменният пояс се състои от две чифтни кости: _ и ключица. Ключицата е дълга кост с _ форма. ;лопатка, S-овидна
Костите на пръстите се наричат _. Най-подвижна е ставата на _.;фаланги, палеца
Долният крайник се състои от масивни кости, тъй като те осъществяват _ тялото и _ му в пространството.;опората, движението
Свободният долен крайник се дели на бедро, подбедрица и _. В бедрото се намира бедрена кост, чийто горен край участва в образуването на _ става.;ходило,тазобедрената
С възрастта или при тежки физически натоварвания е възможно междупрешленните дискове да се увредят, при което се получава _ _.;дискова херния
Кръстцовата кост е изградена от _ броя сраснали се _.;5, прешлена
Ходилото се изгражда от _ броя задноходилни кости, _, предноходилни кости и 14 фаланги.;7, 5
В мускулите навлизат множество кръвоносни съдове и _ които провеждат _ импулси до всяка мускулна клетка.;нерви, нервни
Сухожилията са изградени от плътно подредени _ влакна на _ тъкан.;колагенови, съединителна
В зависимост от разположението им в тялото скелетните мускули се разделят на мускули на главата, на шията, на _ и на _.;туловище, крайниците
Мускулите на главата са две групи: _ и _.;мимически, дъвкателни
Мускулите на туловището са гръдни, _ и _.;гръбни, коремни
Диафрагмата е широк плосък мускул, който разделя _ и _ кухина.;гръдна, коремна
Коремните мускули заграждат _ кухина отпред, поддържат и _ коремните органи.;коремна, защитават
Гръбни мускули са _, широкият _ мускул. ;трапецовидният, гръбен
Един от мускулите на горен крайник е _ мускул, който участва в движенията на раменната става и придава _ на рамото.;делтовиден, форма
Един от мускулите на долен крайник е голям _ мускул - разгъва бедрото в _ става и спомага за изправения стоеж на човека. ;седалищен, тазобедрена
Възбудимостта е свойство на мускулните клетки да преминават от покой във възбудено състояние - в тях да възникват _ в резултат на _.;импулси, дразнене
_ е свойство на мускулните клетки да провеждат по _ си възбуждане (импулси).;Проводимостта, мембраната
При _ или преместване на товар мускулите се съкращават и извършват _.;повдигане, работа
Според местоположението им, мъжките полови органи са _ и външни. Те формират _ полови белези у мъжа. ;вътрешни, първичните
Мъжките полови жлези са _. По време на зародишното развитие те се намират в коремната кухина. След раждането се спускат в кожна торбичка - _;семенниците (тестисите), скротум
Сперматозоидът се състои от главичка, _, междинна част и опашка. В главичката се намира клетъчното ядро. В междинната част има голям брой _.;шийка, митохондрии
Освен в производството на _ клетки семенниците вземат участие и в образуването и отделянето в кръвта на мъжкия полов хормон _.;полови, тестостерон
Тестостеронът се секретира от специални клетки, разположени между _, и осигурява половите функции на мъжа. Произведените в семенниците сперматозоиди узряват окончателно в _.;каналчетата, надсеменника
От края на надсеменника започва _ канал. Той се съединява с отвеждащия канал на _ мехурче.;семепроводния, семенното
Отводящите каналчета на семенните мехурчета се сливат с _ канал. Секретът, който отделят, увеличава подвижността на сперматозоидите и тяхната жизненост и е богат на простата захар _.;семепроводния, фруктоза
Мъжкият полов член се състои от _, тяло и _. ;корен, главичка
През пениса минава _ канал. Дължината, твърдостта и обемът му се увеличават значително при полова възбуда поради кръвонапълването на две _ тела.;пикочният, пещеристи
Зародишното развитие започва с процеса _ - сливането на яйцеклетката и сперматозоида. Образува се _. ;оплождане, зигота
При човека оплождането е _. То се предшества от полов акт, при който сперматозоидите попадат във _ на жената.;вътрешно, влагалището
След попадане на сперматозоидите във влагалището те се придвижват активно до _ където средата е алкална. Оплождането най-често се извършва в началната разширена част на _ тръба.;матката, маточната
Зародишното развитие започва в маточната тръба, където _ се дели последователно на 2, 4, 8 и т.н. клетки. Образува се купчинка от клетки, подобна на черничев плод, наречена _.;зиготата, морула
След 14-ия ден от оплождането се образуват три зародишни пласта - _ (външен), ендодерма (вътрешен) и _ (среден).;ектодерма, мезодерма
През първите няколко седмици зародишът се изхранва за сметка на лигавицата на _, а от третия месец чрез специален орган, наречен _.;матката, плацента
Зародишното развитие на човека продължава _ лунни месеца и завършва с _.;десет, раждането
Раждането започва с появата на ритмични съкращения на маточната мускулатура - _. След раждането детето остава свързано майката чрез _, която се прерязва на няколко сантиметра от коремчето му.;контракции, пъпната връв
След няколко контракции на матката _ се отлепва от стената и излиза заедно с _ обвивки. ;плацентата, околоплодните
Следзародишното развитие на човека се разделя на _ стадия. Първият стадий на растеж и развитие започва от раждането и завършва до _ годишна възраст.;три, 18
Първият стадий на растеж се състои от няколко периода: период на _ - до края на първия месец, _ период до едногодишна възраст, ранно детство от 1 до 3 години, предучилищна възраст от 3 до 7 години и училищна възраст от 7 до 18 години.;новороденото, кърмачески
Периодът на новороденото се характеризира с _ към новите условия на живот. Кърмаческият период се характеризира с усилен _.;приспосябаване, растеж
Периодът на ранното детство се характеризира с бързо увеличаване на ръста и на _. В периода на предучилищната възраст се активират функциите на много вътрешни органи и се усъвършенства _ система.;мозъка, имунната
Юношеството започва с етап, през който се развиват напълно първичните и вторичните полови белези - _. Това е време, през което половата система започва да функционира пълноценно. При момичетата половите хормони предизвикват поява на _.;пубертет, менструация
Вътрешните женски полови органи са _, матка и влагалище, а външните малки и големи срамни устни и _.;яйчник, клитор
Женските полови жлези (_) са чифтни овални тела с големина на бадем. Те са разположени от двете страни на _ в долната част на коремната кухина.;яйчници, матката
В яйчниците узряват женските полови клетки - _, и се образуват женските полови хормони (естрогени), главно _.;яйцеклетки, естрадиол
В яйчника около яйцеклетката има придружаващи клетки, някои от които образуват мехурче, което нараства и се изпълва с течност. Тази структура се нарича _. При _ мехурчето се пука и зрялата яйцеклетка заедно с придружаващите я клетки попада в маточната тръба. ;Граафов фоликул, овулация
След овулация на мястото на пукналото се мехурче се получава образувание, наречено _. То отделя женския полов хормон _, който подготвя лигавицата на матката за приемане на оплодената яйцеклетка.;жълто тяло, прогестерон
Яйчниците се свързват с матката чрез маточните _. Те са покрити отвътре с _ епител. ;тръби, ресничест
Матката е кух мускулест орган с форма на круша, състоящ се от _ и _.;тяло, шийка
Ако яйцеклетката не бъде оплодена, тя загива след няколко дни, а набъбналата _ се отделя на части. Остатъците от нея заедно с кръвта се изхвърлят навън и полученото кръвотечение се нарича _;лигавица, менструация
Влагалището е _ тръба, свързваща _ с външните полови органи.;мускулеста, матката
Вътрешността на влагалището е покрита с _, върху която се развиват микроорганизми. Те създават _ среда, която предпазва от развитието на болестотворни микроорганизми. ;лигавица, кисела
В предната част, където се съединяват _ срамни устни, е разположен _.;малките, клиторът
Млечните жлези са изградени от _ тъкан и _ епителна тъкан.;съединителна, жлезиста
В началото на _ млечните жлези започват да се развиват и да нарастват. Зърната, както и по-тъмно оцветената кожа около тях, се _.;пубертета, уголемяват
Предпазването от нежелана бременност се нарича _. Презервативите, вътрематочните спирали и диафрагмите са _ средства за контрацепция. ;контрацепция, механични
Противозачатъчното действие на половите хормони се състои в потискане на _ и предотвратяване на _ на оплодената яйцеклетка в лигавицата на матката. ;овулацията, вгнездяването
При момичета, които не са имали полов контакт, на входа на влагалището има тънка еластична ципа - _ с един или повече отвора, през които изтича _ кръв.;химен, менструалната
Биологичният смисъл на гаметогенезата е свързан с образуване на гамети, които имат _ хромозомен набор и _ наследствен материал.;хаплоиден, комбиниран
При безполовото размножаване новият организъм възниква в резултат на _ делене на една или на група клетки на един родител. ;митотичното, соматични
Многоклетъчните организми са изградени от _ клетки, а само гаметите са _.;диплоидни, хаплоидни
При _ размножаване поколението започва развитието си от зигота, получена при сливането на две _.;половото, гамети
Сперматогенезата започва при навлизане на мъжките индивиди в _ зрялост и се извършва _.;полова, непрекъснато
Хилядите родоначални клетки в семенните каналчета на _ влизат последователно в _, произвеждайки милиони сперматозоиди всеки ден.;тестиса, сперматогенеза
При човека всеки месец в една яйцеклетка завършва първото _ делене, но не протича второто, ако тя не бъде стимулирана от _.;мейотично, сперматозоид
Когато яйцеклетката узрее, _ се пука и тя попада в _ тръба.;фоликулът, маточната
B _ на сперматозоида се намират _ и ядрото.;главичката, акрозомата
Акрозомата на сперматозоида съдържа _, които могат да разграждат обвивките на _.;ензими, яйцеклетката
Овогенезата започва през _ период на индивида и има силно изразена фаза на _.;ембрионалния, нарастване
Полиспермията се предотвратява чрез образуването на _ обвивка, в резултат на протичането на _ реакция.;оплодителна, кортикалната
Въпреки че _ не е завършена, женската гамета е готова за _.;мейозата, оплождане
Фазата на размножаване при овогенезата се осъществява през _ развитие и завършва преди _.;ембрионалното, раждането
От един _ II ред, в края на зреенето, се получават четири равностойни хаплоидни _.;сперматоцит, сперматида
В хода на овогенезата при бозайниците и човека, мейозата спира в _ и не се възобновява до навлизането на _.;метафаза II, сперматозоид
При бозайниците всеки овоцит ІІ ред има две обвивки върху клетъчната мембрана - _ и _.;корона радиата, зона пелуцида
Индивидуалното развитие при човека се състои от два периода - _ и _;ембрионален, постембрионален
При _ в резултат на няколко бързи деления зиготата се надробява, в резултат на което се получава многоклетъчен _.;сегментацията, зародиш
Характерни за гаструлацията са усиленият растеж и _ на клетките  и обособяването на зародишните _.;диференциация, пластове
Външният пласт на двуслойната гаструла се нарича _,  а вътрешният - _.;ектодерма, ендодерма
В хода на ембрионалното развитие се различават три последователни стадия сегментация, _ и _.;гаструлация, органогенеза
При пълната метаморфоза ларвата се превръща в _, от която излиза възрастната форма - _.;какавида, имаго
Клиничната смърт се характеризира със спиране на _ и сърдечната дейност. Тя е обратима до момента, в който настъпи _ смърт.;дишането, мозъчна
Смъртта е завършек на _ развитие на организма и се характеризира с _ прекратяване на неговата жизнена дейност.;индивидуалното, необратимо
Прякото развитие протича без резки промени в _ и _ на организма.;морфологията, физиологията
_ осигурява нормалното съжителство на майката и плода и липсата на _ конфликт между двата организма.;Плацентата, имунен
Стареенето е _ закономерност, отличаваща се с два аспекта - физиологичен и _.;общобиологична, ментален
Размерът на бластомерите зависи от _ и _  на жълтъка в яйцеклетката. ;количеството, разпределението
Ако плодът се роди в края на _ месец, той е _ но жизнеспособен.;седмия, недоносен
